order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_type,payment_value,product_category_name_english,review_id,review_score
4c7278311a8fd4a51374e5577ef92e27,63f8ee2920f8fc95277d251b1f0783a1,delivered,2017-12-17 11:57:41,2017-12-17 12:10:16,2017-12-18 22:08:15,2017-12-21 01:41:40,2018-01-05,1,202bd859659a841de892b00c341300ff,6560211a19b47992c3666cc44a7e94c0,2017-12-21 12:10:16,35.0,7.78,credit_card,42.78,watches_gifts,a799d72ec7e93dfc39f8b82e425c8753,5.0
96c36d3faf307d34e6087d144458450f,9481fb9f3f141917c9fb56bfd6315e4e,delivered,2018-01-02 21:41:45,2018-01-02 21:50:25,2018-01-03 17:52:08,2018-01-09 19:58:12,2018-01-31,1,5d66715cc928aadd0074f61332698593,128639473a139ac0f3e5f5ade55873a5,2018-01-08 21:50:25,19.9,16.79,credit_card,36.69,electronics,b262fa98fd961f8c6dfea76843792cf4,4.0
bfd664f7724709fb7bfbb33308a64ccd,b848a0e45ab7cc370ead566c06c250a9,delivered,2018-01-05 00:04:11,2018-01-05 00:14:24,2018-01-08 16:03:38,2018-01-15 21:28:47,2018-01-30,1,2947c2678aab0b7bfc86dd062d9c3318,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-17 00:14:24,169.9,10.6,credit_card,180.5,perfumery,cc79f9048fcc271643166b8db448db5f,5.0
c5a35c39a04a0da294d01d0854dd2e9b,cd5f2ac7558ccaebe665f1595ae61fff,delivered,2018-01-06 16:36:51,2018-01-06 16:46:51,2018-01-10 20:51:49,2018-02-06 20:46:53,2018-02-09,1,f457c5f0c72ba4cae17636c5174add2e,9646c3513289980f17226a2fc4720dbd,2018-01-15 16:46:51,18.0,15.1,credit_card,33.1,computers_accessories,9d9bf75e74affaad8e188bd6ce1509ae,5.0
91d0935ba0d6f6300d7f5af5f2eb05ce,ec19c50d2dffbbac741ae04db916de32,delivered,2018-01-06 21:22:25,2018-01-06 21:30:26,2018-01-08 14:19:19,2018-01-29 15:48:04,2018-02-05,1,6803077179d24889430188e03fafd31a,128639473a139ac0f3e5f5ade55873a5,2018-01-11 21:30:26,19.9,15.1,credit_card,35.0,electronics,a69d07d26ce3a057bd5d17cee7b25583,5.0
f25ddb6cd62d720a5d91fff80467930a,b482b6eb1e1daa52fc0b17faea2cfb4d,delivered,2018-01-13 13:19:46,2018-01-13 13:29:24,2018-01-16 18:51:43,2018-01-19 23:47:21,2018-03-08,1,41cd333a4af5e36df81fc0b83ccf8e2d,5dceca129747e92ff8ef7a997dc4f8ca,2018-01-18 13:29:24,388.0,32.13,credit_card,420.13,baby,46d8249ea59101c7288936c3e6f155d7,3.0
6e869d1907ce294ac97ad48718569c68,1460cbfc1a51e99e846715bd9e430f11,delivered,2018-02-03 19:45:05,2018-02-06 04:33:11,2018-02-19 22:16:52,2018-04-02 19:14:40,2018-03-28,1,7c898e0b8ea203dd94ba846627fc34d1,7c67e1448b00f6e969d365cea6b010ab,2018-02-20 02:51:29,159.94,55.39,boleto,215.33,office_furniture,c8c6701bf01b2aa857c91c8674f1eba1,3.0
8c300dccf86d2468e58d252d1c7377e5,5ddcfafb3cafa6989a43aa72ea1d348f,delivered,2018-02-05 09:02:02,2018-02-05 09:10:29,2018-02-07 19:33:37,2018-02-16 21:59:02,2018-03-02,1,b99a3303b1ac44f41d753c36cb68b5b3,fcb5ace8bcc92f75707dc0f01a27d269,2018-02-09 09:10:29,115.3,17.06,credit_card,132.36,construction_tools_construction,563b3426e49f0b82875311d1af344e90,4.0
b94de0a4b60ee9f23315de77e1dde986,3693091a7448d5b06ee8a866d8bde846,delivered,2018-02-07 22:20:33,2018-02-07 23:29:29,2018-02-09 21:12:27,2018-02-22 23:49:03,2018-03-05,1,665aa1d687284a4d2d2b74c0c6724625,8160255418d5aaa7dbdc9f4c64ebda44,2018-02-13 23:29:29,105.9,13.08,credit_card,118.98,bed_bath_table,f76acd34e0a95cc4c2ea76c34fd37327,5.0
16ed456866d66d9108a13a17374364c4,2a85262d5820f1bc5e59867c55cea931,delivered,2018-02-09 20:04:45,2018-02-10 20:28:28,2018-02-16 00:22:13,2018-03-27 22:33:04,2018-03-06,1,9d6580f17a0cba74324ce82874fbbe13,4e922959ae960d389249c378d1c939f5,2018-02-15 20:08:12,145.0,21.5,credit_card,166.5,telephony,b898695717bf45cdd553b3bbc0e13e7c,5.0
f9ec58487d5b17279ea8e6226772ed60,b88c9099324e9a5f4c9fc6339207ac5f,delivered,2018-02-12 21:09:21,2018-02-13 21:07:52,2018-03-02 22:28:55,2018-03-13 17:53:26,2018-03-19,1,f1101904aa253b3812582e5df6cc09ee,6fd52c528dcb38be2eea044946b811f8,2018-03-01 20:07:52,168.98,16.94,credit_card,185.92,bed_bath_table,76ebfe3c6a80a7924183178435de1399,5.0
145737447654951f4cf49cae1faf921a,bb6c535d6cbd82550b97d79c39c5f062,delivered,2018-02-14 18:16:30,2018-02-14 18:25:32,2018-02-15 19:32:28,2018-02-26 23:15:54,2018-03-26,1,503a2b62d0d1faa8d1950c483231aeaa,d91fb3b7d041e83b64a00a3edfb37e4f,2018-02-20 17:25:32,25.9,15.1,credit_card,41.0,air_conditioning,f644015989b2d878c091edc30219938e,5.0
4adb4da068a3bd12d93a6e1d2deabee2,5a8e30b97c66494c399c5c17ba6ba940,delivered,2018-02-18 19:22:41,2018-02-18 20:26:59,2018-02-21 08:03:51,2018-03-08 00:48:00,2018-03-13,1,01c96f284d6c40f92f25142a59328511,7bac63f6603d382cc8d0832eb6c100a8,2018-02-22 20:26:59,389.0,20.61,credit_card,409.61,garden_tools,2763892081827f938864653fe517efee,5.0
df638e8bbe2b487525b22f5c7a5c9231,623a1b562fdff1fa192d04fd4272394f,delivered,2018-02-20 17:09:57,2018-02-20 17:28:07,2018-02-23 20:38:57,2018-03-06 20:32:18,2018-03-19,1,195d8e91830247a20eee5eb4c4236294,a5cba26a62b8b4d0145b68b841e62e7f,2018-02-26 17:28:07,279.0,16.7,credit_card,295.7,cool_stuff,2b27994a03595e5abab4912ae333d98a,5.0
15648e2019911c02505299339dfbde71,18f7e8c7de57a6bc987cad0e9f587d98,delivered,2018-02-20 20:57:52,2018-02-21 07:50:19,2018-02-21 20:07:55,2018-03-08 18:18:26,2018-03-15,1,ebccaf8ddfeb6858f6cf417708159453,4091f77d8c768fc3e81c20761471761d,2018-02-27 07:31:08,99.0,16.45,credit_card,115.45,baby,a93505fbf56c815385a75d99da8936fb,4.0
33a3edb84b9df4cb49546859b990ac6d,35ec6c1ca9e5844c5ca94214cce16dca,delivered,2018-02-21 17:15:49,2018-02-22 16:10:41,2018-02-23 22:42:43,2018-03-22 00:03:53,2018-03-16,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018-02-28 16:10:41,49.9,17.6,debit_card,67.5,garden_tools,7b85c6acaddb354af9aa840528838d9f,1.0
29a4fbb32fb0af037ac01c6154484f06,790ad3b525f86ceafdcda488ba45fbb7,delivered,2018-02-22 12:03:36,2018-02-22 12:29:22,2018-02-28 18:58:48,2018-03-08 17:27:01,2018-03-21,1,53078c8d0c5db76c536e1d2244ac63e4,729b2d09b2a0bdab221076327f13d050,2018-02-28 12:29:22,29.7,15.1,credit_card,44.8,health_beauty,b45c403b02b51a15dd596284558c644a,5.0
ba6f6f90eeff8fa9dd5b4ec6ed8196af,559aed281eceafa5b472042c7b82b0c5,delivered,2018-02-22 23:31:29,2018-02-22 23:47:50,2018-02-24 01:16:24,2018-02-25 21:57:32,2018-03-08,1,0f789be671fe3bd93cabfbb4a710f282,259f7b5e6e482c230e5bfaa670b6bb8f,2018-02-28 23:47:50,29.9,9.34,credit_card,39.24,bed_bath_table,0755c7178625a1cd2bbe69e6193c10c0,4.0
64a9f2b487f66506d463ca18152280e8,90714b0e62fe1fbd304fb45fd644ebdd,delivered,2018-02-24 08:45:01,2018-02-24 09:47:40,2018-03-01 21:38:37,2018-03-02 21:51:59,2018-03-27,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,2018-03-09 09:47:40,116.99,18.53,credit_card,135.52,office_furniture,84d15544e1fd5221b812cda0d23ae242,1.0
ac811e63c2e84ebe382d2ec257410902,a8bece50bd810fa650f144973945cdbb,delivered,2018-02-27 09:01:54,2018-02-27 09:40:24,2018-03-01 19:49:17,2018-03-07 23:09:26,2018-03-26,1,a62e25e09e05e6faf31d90c6ec1aa3d1,634964b17796e64304cadf1ad3050fb7,2018-03-05 09:31:09,108.0,16.52,credit_card,124.52,watches_gifts,8a51942eae75451d5d6030205ff8d3e1,5.0
5448a97fc343f6f23807effd01938241,f22449ebc3dcc171a096c27de4c3a901,delivered,2018-02-28 16:47:08,2018-03-02 02:11:00,2018-03-08 15:06:34,2018-04-12 00:05:00,2018-04-06,1,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-03-16 02:11:00,149.94,25.36,boleto,876.5,office_furniture,d4db23707e40c64455b0cc6a97f72c82,1.0
5448a97fc343f6f23807effd01938241,f22449ebc3dcc171a096c27de4c3a901,delivered,2018-02-28 16:47:08,2018-03-02 02:11:00,2018-03-08 15:06:34,2018-04-12 00:05:00,2018-04-06,3,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-03-16 02:11:00,149.94,25.36,boleto,876.5,office_furniture,d4db23707e40c64455b0cc6a97f72c82,1.0
5448a97fc343f6f23807effd01938241,f22449ebc3dcc171a096c27de4c3a901,delivered,2018-02-28 16:47:08,2018-03-02 02:11:00,2018-03-08 15:06:34,2018-04-12 00:05:00,2018-04-06,4,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-03-16 02:11:00,149.94,25.36,boleto,876.5,office_furniture,d4db23707e40c64455b0cc6a97f72c82,1.0
5448a97fc343f6f23807effd01938241,f22449ebc3dcc171a096c27de4c3a901,delivered,2018-02-28 16:47:08,2018-03-02 02:11:00,2018-03-08 15:06:34,2018-04-12 00:05:00,2018-04-06,5,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-03-16 02:11:00,149.94,25.36,boleto,876.5,office_furniture,d4db23707e40c64455b0cc6a97f72c82,1.0
5448a97fc343f6f23807effd01938241,f22449ebc3dcc171a096c27de4c3a901,delivered,2018-02-28 16:47:08,2018-03-02 02:11:00,2018-03-08 15:06:34,2018-04-12 00:05:00,2018-04-06,2,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-03-16 02:11:00,149.94,25.36,boleto,876.5,office_furniture,d4db23707e40c64455b0cc6a97f72c82,1.0
40940dc8bce0d8f65258a5d2d293038b,b697190995396d442349aa728da58c9a,delivered,2018-03-01 02:35:23,2018-03-01 02:55:23,2018-03-14 17:06:37,2018-04-03 23:31:02,2018-04-04,1,e40dacc1c350d93c25ee648abbdd9236,7c67e1448b00f6e969d365cea6b010ab,2018-03-15 02:55:23,139.94,30.82,credit_card,170.76,office_furniture,ce1c2770d9a0f9e3742fc266bd52f4ff,4.0
e0be013981866fa58c41c93cab57594a,ac2c4889c5a253bb3cd48204cf7c93ee,delivered,2018-03-01 16:36:58,2018-03-01 16:50:26,2018-03-08 02:16:44,2018-04-10 17:29:54,2018-03-22,1,b23b10e4282fc95fb2db440d4dded066,685b870da5b52a710782c9c0fefbeb5b,2018-03-07 16:50:26,37.0,15.1,credit_card,52.1,musical_instruments,529dc31954a1680908b9d9c41329e6be,3.0
35cf1961f10100bb2198e4f935ab4173,c57e8c7a4bcef288ef247e0641416bee,delivered,2018-03-02 22:26:28,2018-03-02 22:49:02,2018-03-06 18:59:05,2018-04-03 01:03:09,2018-03-23,1,4f469a5f807d396370c43aa7d536a2a8,d2374cbcbb3ca4ab1086534108cc3ab7,2018-03-07 22:49:02,47.9,15.1,credit_card,63.0,bed_bath_table,de51a4320a250f413486b1e23abdc0b2,5.0
77647c811d173d4d74674fd37c098c17,29f139d6b158f7be88e7098b843f0a88,delivered,2018-03-05 16:28:53,2018-03-06 16:31:25,2018-03-08 02:39:01,2018-04-05 19:05:34,2018-03-28,1,e4e9fa024c5f014419b395452a41987c,e2aee0892199b1d92530e371abd825bf,2018-03-12 16:31:25,119.9,38.26,credit_card,158.16,sports_leisure,d8fefb56482379c4200df309f0a8ffe5,4.0
288b02fbf09f1c9f2ad1e4ef18124c1e,539c396e8ba2bd4ed701c8b6c80ffa3e,delivered,2018-03-05 21:52:15,2018-03-07 02:28:51,2018-03-13 00:05:32,2018-03-20 10:12:31,2018-04-03,1,722dc14e0848efdb771dca6de2929c41,7178f9f4dd81dcef02f62acdf8151e01,2018-03-16 02:28:51,79.0,18.43,boleto,97.43,health_beauty,5f4f74077ea308686f233b3a3c34ace6,5.0
57db9f1b9ba0b6c4abcb4eb40e83c182,49120746ae7fdc40f72d549f0dc3afa9,delivered,2018-03-09 14:09:28,2018-03-09 15:40:36,2018-03-12 23:34:33,2018-05-11 13:56:44,2018-05-10,1,cdf0c921e5025a7ad81c1708b27393e0,11bfa66332777660bd0640ee84d47006,2018-03-15 14:30:27,57.6,38.95,credit_card,96.55,health_beauty,91b45c7885c706fadd94f5f020e7bdfd,5.0
c1875eb040541568d58640849b68b052,f2df5610e57acbb50214fa571d833bc7,delivered,2018-03-10 13:11:49,2018-03-10 13:28:03,2018-03-13 15:26:39,2018-05-11 17:58:47,2018-04-05,1,48428054567e07738a70f9d2a9fa0475,cc419e0650a3c5ba77189a1882b7556a,2018-03-16 13:28:03,44.99,19.04,credit_card,64.03,perfumery,c18636fae81657b65354a21fdffed916,3.0
f0c53ca3e5e7561fb1ff79116340d113,63b05f55c0ba62261a42fc7a48bad9bc,delivered,2018-03-10 23:17:10,2018-03-10 23:30:22,2018-03-13 16:48:34,2018-03-21 19:16:30,2018-03-22,1,4fcb3d9a5f4871e8362dfedbdb02b064,8581055ce74af1daba164fdbd55a40de,2018-03-14 23:30:22,143.8,15.91,credit_card,159.71,auto,e88c505513661bee786bcced0ddf0b61,5.0
4a14e50e1d032b0fa7809a49f285bfae,6acb9050cca51269fd11bdffe67963f6,delivered,2018-03-12 00:29:10,2018-03-12 01:08:46,2018-03-12 21:34:35,2018-05-02 14:16:31,2018-04-17,1,052413504e5295cd66ec4ced0b310062,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-16 00:48:27,179.0,19.13,credit_card,198.13,watches_gifts,527350c6701a599046a2e687a76b7a61,1.0
562f45bf4a946810053214c29d752e85,40fee1fd0baf564218a0e83a6d2a546b,delivered,2018-03-14 10:12:45,2018-03-15 10:10:27,2018-03-15 23:14:57,2018-04-25 19:41:10,2018-05-11,1,6525c63f855b031e963d95bb3a07e541,17e34d8224d27a541263c4c64b11a56b,2018-04-12 10:10:27,155.37,39.14,credit_card,194.51,consoles_games,5aff478bcf049564022294737e8890c0,1.0
6b3138748728fe92cf423b0abf199c8b,bfff9bd5326ab677cf86986235912397,delivered,2018-03-14 10:12:48,2018-03-14 22:55:34,2018-03-19 16:15:47,2018-05-03 00:27:38,2018-05-16,1,16d928f7b23b3d30bd5a9ff281eed9b8,8476243f92442881ddd5b578975cf115,2018-03-21 22:55:34,829.0,38.95,credit_card,867.95,telephony,2bf0c7591c749c88eb1947577e438e6c,1.0
6c5eb0920626d3ff5588d03d6f2d4936,1b83beaaa59c8cdfe738f7ead2517da8,delivered,2018-03-15 15:22:28,2018-03-17 03:08:57,2018-03-19 21:14:58,2018-05-03 11:29:52,2018-04-30,1,e5eadf9be70a4a9fa514019542fc330a,4559697a8f7e637227c2eeaed843baff,2018-03-22 03:08:57,69.9,57.04,boleto,126.94,home_appliances,acad00df123d3251effcd8091b455585,5.0
621e3ac1e934f773b4db54dbaa49edab,19d52c17ee7447aefa1782d6fd9d580f,delivered,2018-03-16 18:47:04,2018-03-20 03:48:46,2018-03-20 22:38:45,2018-04-20 18:12:50,2018-04-17,1,036734b5a58d5d4f46b0616ddc047ced,ea8482cd71df3c1969d7b9473ff13abc,2018-03-26 03:48:46,44.99,50.85,boleto,95.84,telephony,5040f64d30c4bbfcf835e55e049bf82f,4.0
4bcb885df76e020744aa9357b997e5ea,9ad494e70597481a9f88df9037f1105b,delivered,2018-03-17 10:46:13,2018-03-18 10:47:58,2018-03-19 20:22:26,2018-05-10 19:48:37,2018-04-25,1,f9a508234fed38c95437c5a16b847774,522620dcb18a6b31cd7bdf73665113a9,2018-03-23 10:47:58,69.0,60.54,credit_card,129.54,consoles_games,75ec59a42a106fc92d88134998ba7900,1.0
c14280403027095676ce13109d5e2864,bc673b29705cd8b01f9238a1dd8fdf3c,delivered,2018-03-17 16:38:49,2018-03-19 07:28:21,2018-03-23 23:08:42,2018-04-16 22:22:55,2018-04-19,1,13db47eae724e2848e12b71a617a3a41,7d13fca15225358621be4086e1eb0964,2018-03-23 07:28:21,467.0,21.15,credit_card,488.15,audio,60ef633993197390978284101385bbf7,3.0
0c7a17af18a4180dbfee261ce22edb69,73c2df352cbd86c80f9aaa6da043d2f1,delivered,2018-03-17 17:38:38,2018-03-17 17:51:01,2018-03-19 23:48:20,2018-03-20 16:03:18,2018-04-05,1,79366d6a24de9351b7ca6e3cf75a68ec,cc3d14116804f7209f3884f6367f1152,2018-03-28 17:50:31,193.0,12.45,credit_card,205.45,small_appliances,b738027f17e1e99d1f28383e84ed8948,5.0
58b2b537d85cec193ae2780cccb526a4,cf4ce219ea3ba8dfe2b2b173c8f5d68f,delivered,2018-03-17 19:48:19,2018-03-17 20:08:40,2018-03-19 20:22:33,2018-03-28 15:44:34,2018-04-05,1,0d85c435fd60b277ffb9e9b0f88f927a,f457c46070d02cadd8a68551231220dd,2018-03-22 20:08:40,72.0,13.62,credit_card,85.62,computers_accessories,8def34e3495fc9c38a4a1df67cd07ab8,4.0
9c7f5f2dbba113d7f850c122bf2dec03,2e07ff10864815e97a1fdd6e2804733e,delivered,2018-03-18 12:30:47,2018-03-18 12:47:37,2018-03-22 16:32:34,2018-04-10 21:46:29,2018-04-12,1,593236d0ff46b4299b4787fb8d43f7f0,0dd184061fb0eaa7ca37932c68ab91c5,2018-03-22 12:47:37,79.0,34.09,credit_card,113.09,industry_commerce_and_business,ab7bd067cb8d43cacd9921b243cbd8d4,5.0
4adf97ca6d3e14379dd9e26d2a6335e0,5a799d964e08de8aba5211f380a2d988,delivered,2018-03-18 18:21:20,2018-03-20 03:30:41,2018-03-26 15:14:41,2018-03-28 20:34:35,2018-03-29,1,151259fe8ced305ca05dc771fc72d711,4c2b230173bb36f9b240f2b8ac11786e,2018-03-26 03:30:41,15.9,7.39,boleto,23.29,sports_leisure,c8795dfbc3e0111c704280ea9986bc0e,5.0
753e0ba8400bf53314098772093ca9bb,423a6547d7793a95cd18c4882b72f464,delivered,2018-03-19 10:47:07,2018-03-19 11:31:50,2018-03-20 15:05:07,2018-03-21 16:12:29,2018-04-13,1,cf456bb1218805bf1c73525660a9f639,d91fb3b7d041e83b64a00a3edfb37e4f,2018-03-23 11:30:57,86.9,13.31,credit_card,100.21,home_appliances,161a1f245c7f56d6fe1503c285980b71,2.0
43d1fe9178de269c073056a519bac11f,161f3380ccb34f88074059e8cc916863,delivered,2018-03-19 14:33:11,2018-03-19 14:49:37,2018-04-18 19:22:35,2018-04-26 19:04:18,2018-04-30,1,8b52d90d2e8716dad633486c6cc94ecf,d71d863e5ef30d94e440c11be17dcd8f,2018-04-03 14:49:37,989.0,21.8,credit_card,1010.8,telephony,9355d793aacd4ec3422e7ff2bbf7f484,1.0
85ee0b549c2d6696190c17f5b9be6991,2f78ef832d692748084dce34b2386d99,delivered,2018-03-19 17:25:53,2018-03-19 17:55:43,2018-03-23 23:18:57,2018-05-04 12:58:45,2018-04-18,1,461f43be3bdf8844e65b62d9ac2c7a5a,7d13fca15225358621be4086e1eb0964,2018-03-23 17:55:43,123.0,37.55,credit_card,160.55,watches_gifts,7074f2786debf8f1fa2836d61b328dd3,1.0
abd3f51d3ea91685824a0975e07ab463,15d8ee1ac59990d69adc0a39e9de090f,delivered,2018-03-19 23:27:29,2018-03-21 02:48:21,2018-03-22 20:18:29,2018-05-17 19:44:27,2018-04-19,1,e03102efbc2229024c89be731f0aedcb,2c9e548be18521d1c43cde1c582c6de8,2018-03-27 02:48:21,34.9,16.32,boleto,51.22,stationery,970adc706cc9984c192dbe33b75e36f3,1.0
3b54c56c2a6be822cfdd5a7eff24add0,2be7ed20366b69aeb7a6a366adfd1005,delivered,2018-03-20 14:54:05,2018-03-20 16:55:57,2018-03-22 19:34:53,2018-05-03 00:06:36,2018-04-26,1,0820af09ddc75b84841b1fab4da4be9b,d91fb3b7d041e83b64a00a3edfb37e4f,2018-03-26 16:55:57,10.5,18.23,boleto,28.73,home_appliances,e539a78dce12a7349447874a072a7c6b,1.0
d4148052141383039b68bbb6bd525f3b,f3c52e9863e8cfcb77e896e4a75be1b3,delivered,2018-03-20 18:09:48,2018-03-20 18:28:08,2018-04-03 19:38:39,2018-05-22 15:52:29,2018-04-26,1,f14aa2ba817ef24ccf7f99c0ccfab59a,c60b801f2d52c7f7f91de00870882a75,2018-03-26 18:28:08,1200.0,45.09,credit_card,1245.09,watches_gifts,8706f84435f362c8a2556ed81374cf5a,1.0
0229b2e398fde4545d32b5bb232973ad,4b2ef9e978a3fb2cf7ea6ca5f7792dd9,delivered,2018-03-21 15:11:48,2018-03-21 15:27:53,2018-04-18 18:21:18,2018-05-05 01:49:46,2018-04-26,1,8b52d90d2e8716dad633486c6cc94ecf,d71d863e5ef30d94e440c11be17dcd8f,2018-04-05 15:27:53,989.0,28.63,credit_card,1017.63,telephony,efa71f49f51230bb0bae1933e5a12d4c,3.0
54d6f9d8f56229d3da815add65ec2408,ab156e9202420e577b405360a7b29cbc,delivered,2018-03-22 10:58:13,2018-03-22 11:15:35,2018-04-05 20:07:42,2018-05-21 17:52:28,2018-04-30,2,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,2018-04-05 11:15:35,116.99,57.08,credit_card,348.14,office_furniture,ba99c73cdfb4cac0b65aecc0d94787bb,1.0
54d6f9d8f56229d3da815add65ec2408,ab156e9202420e577b405360a7b29cbc,delivered,2018-03-22 10:58:13,2018-03-22 11:15:35,2018-04-05 20:07:42,2018-05-21 17:52:28,2018-04-30,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,2018-04-05 11:15:35,116.99,57.08,credit_card,348.14,office_furniture,ba99c73cdfb4cac0b65aecc0d94787bb,1.0
558b411669d1eaae0ee5ec3186559cce,65ca4c923eed057ae8b71dd363de6a9e,delivered,2018-03-22 15:05:46,2018-03-22 15:15:38,2018-03-27 23:32:59,2018-05-05 02:32:25,2018-04-24,1,dbd8772797eb43bcb24b0f7fba3b8839,2eb70248d66e0e3ef83659f71b244378,2018-03-28 15:15:38,699.9,20.87,credit_card,720.77,food_drink,8335bd481e9d9c88124ada29314c4cd9,3.0
